Rank	 Temple	 Points	 Change	 MahaBig Books	 Big Books	 Medium Books	 Small Books	 Mags	 BTG Subs	 Sets	 Latitude	 Longitude	Year
274	Ivano-Frankovsk	94.25	-69	7	0	0	321	0	0	0	48.922633	24.711117	1/1/2014
275	Karlovac 	93	-45	1	58	24	84	0	0	0	45.4928973	15.5552683	1/1/2014
276	Texarkana 	91.3	-7	39	0	1	26	63	0	0	33.425125	-94.0476882	1/1/2014
277	Penang 	90	0	38	14	0	0	0	0	1	5.414921	100.3297612	1/1/2014
278	Port Elizabeth	86.5	-45	0	61	24	54	0	0	0	-33.7139247	25.5207358	1/1/2014
279	Ternopol 	84.5	0	9	0	28	210	0	0	0	49.553517	25.594767	1/1/2014
280	Osijek 	75.5	-53	2	32	40	78	0	0	0	45.5549624	18.6955144	1/1/2014
281	Alchevsk 	69	-85	25	19	0	0	0	0	0	48.4713393	38.8134407	1/1/2014
282	Daruvar 	65.5	0	3	31	40	34	0	0	0	45.5930156	17.2238397	1/1/2014
283	Komsomolsk-on-A	59.25	0	15	11	21	31	0	0	0	50.4100443	136.9352372	1/1/2014
284	Fortaleza 	58.5	-78	7	13	11	104	0	0	0	-3.7318616	-38.5266704	1/1/2014
285	Arkadelphia 	57.9	-31	14	10	7	52	34	0	0	34.1209292	-93.0537839	1/1/2014
286	Brazil TSKP 	52.5	0	10	10	20	50	0	0	0	null	null	1/1/2014
287	Rijeka 	49.5	-87	0	12	50	50	0	0	0	45.3270631	14.442176	1/1/2014
288	Port Dickson 	46	0	23	0	0	0	0	0	0	2.52254	101.7962932	1/1/2014
289	Lisbon 	45.75	0	11	9	7	45	0	0	0	38.7222524	-9.1393366	1/1/2014
290	Leipzig 	45	-96	3	13	52	0	0	0	0	51.3396955	12.3730747	1/1/2014
291	Melaka 	44.05	-86	15	0	5	17	73	0	1	2.189594	102.2500868	1/1/2014
292	Uzgorod 	43.5	33	17	3	5	16	0	0	0	48.6208	22.287883	1/1/2014
293	Guarulhos 	43.25	-73	1	1	2	157	0	0	0	-23.4542498	-46.5337925	1/1/2014
294	Berezniki 	42	-72	21	0	0	0	0	0	0	59.4131827	56.7849318	1/1/2014
295	Kuantan 	39.5	-88	10	6	10	30	10	0	0	3.816667	103.333333	1/1/2014
296	Havana 	39.1	0	5	10	0	62	36	0	0	23.0540698	-82.345189	1/1/2014
297	Sungei Siput 	37	-73	0	0	4	140	0	0	0	4.819012	101.0737181	1/1/2014
298	Kluang 	36	0	18	0	0	0	0	0	1	2.030068	103.3184639	1/1/2014
299	Ouagadougou 	31.5	0	7	0	35	0	0	0	0	12.3649666	-1.5402327	1/1/2014
300	Balkhash 	28	0	14	0	0	0	0	0	0	46.8435126	74.9809805	1/1/2014
301	Pretoria 	14	-60	3	0	5	22	0	0	0	-25.7478676	28.2292712	1/1/2014
302	Bishkek 	8	0	4	0	0	0	0	0	0	42.8746212	74.5697617	1/1/2014
303	Pula 	7	-89	1	4	2	0	0	0	0	44.8666232	13.8495788	1/1/2014
304	Boston 	3	0	1	0	0	4	0	0	0	42.3600825	-71.0588801	1/1/2014
