278	Goiania 	63.75	0	1	1	0	243	0	0	0	-16.6868912	-49.2647943	1/1/2013
279	Port Elizabeth	54	-90	2	15	27	86	0	0	0	-33.7139247	25.5207358	1/1/2013
280	Gaura Vrndavana	53.5	-60	2	16	21	92	0	0	0	27.5759477	77.7008509	1/1/2013
281	Sungei Petani 	50	0	0	0	100	0	0	0	0	5.643589	100.4894179	1/1/2013
282	Split 	48.5	143	10	8	32	18	0	0	0	43.5081323	16.4401935	1/1/2013
283	Santa Fe 	40	0	5	5	11	78	0	0	0	35.6869752	-105.937799	1/1/2013
284	Chosica 	37.75	-97	3	0	0	127	0	0	0	-11.9244445	-76.6990172	1/1/2013
285	Cakovec 	37.5	0	0	18	30	18	0	0	0	46.3897383	16.4379653	1/1/2013
286	Pretoria 	35	-93	4	0	12	84	0	0	0	-25.7478676	28.2292712	1/1/2013
287	Uvira 	34	0	5	24	0	0	0	0	0	-3.3728836	29.1448793	1/1/2013
288	Uzgorod 	32.75	-81	14	0	6	7	0	0	0	48.6208	22.287883	1/1/2013
289	Kostroma 	28	0	1	10	11	42	0	0	0	57.7774816	40.9698928	1/1/2013
290	Tarapoto 	28	0	1	0	0	104	0	0	0	-6.4824784	-76.3726891	1/1/2013
291	Port Dickson 	28	0	0	0	56	0	0	0	0	2.52254	101.7962932	1/1/2013
292	Mar Del Plata 	25	0	0	0	0	100	0	0	0	-38.0054771	-57.5426106	1/1/2013
293	Bahau 	24.5	-72	0	0	49	0	0	0	0	2.809902	102.398351	1/1/2013
294	Abidjan 	23	0	0	20	6	0	0	0	0	5.3599517	-4.0082563	1/1/2013
295	New Godruma Dem	22.75	0	5	5	2	25	5	0	0	null	null	1/1/2013
296	Santos 	21.25	-79	0	5	0	65	0	0	0	-23.9678823	-46.3288865	1/1/2013
297	Centro Cul Acha	18	0	4	0	1	38	0	0	0	-21.0621213	-41.3652199	1/1/2013
298	Zadar 	18	0	7	0	8	0	0	0	0	44.119371	15.2313648	1/1/2013
299	Bukavu and Goma	14.25	0	0	0	0	57	0	0	0	-2.5123017	28.8480284	1/1/2013
300	Uberaba 	10.25	-7	4	0	0	9	0	0	0	-19.7473668	-47.939154	1/1/2013
301	Kuching 	10	0	0	0	20	0	0	0	0	1.56	110.345	1/1/2013
302	Kisangani 	8.75	0	0	0	0	35	0	0	0	0.5185303	25.2007728	1/1/2013
303	Brazil BBT 	6.5	0	3	0	0	2	0	0	0	null	null	1/1/2013
304	Lukut 	3	0	0	0	6	0	0	0	0	2.5851913	101.8350062	1/1/2013
305	Santa Tecia 	2.5	0	1	0	0	2	0	0	0	13.6757837	-89.2894733	1/1/2013
